sr,rr,t,lm,bo,rem,sh,hr,sl
,,,,99.06210672266172,,,93.7179599670236,0
,,,,95.34333072638708,,,87.42868255879942,2
,,,,,,,65.26604562973009,2
,,,,95.65381053810556,,,70.0493378314949,3
,,,,94.66115176059922,,,55.268443469068245,4
,,,,97.6676694925258,,,78.947817498513,0
,,,,98.66698142867271,,,,1
,,,,99.95443883633556,,,51.88391444811335,4
,,,,,,,76.38450441541721,3
,,,,95.71240352226904,,,40.0,0
,,,,,,,109.26280426938324,2
,,,,96.48272765399597,,,61.70002782726764,0
,,,,95.14006023181923,,,82.25688990948011,3
,,,,100.0,,,94.01675891877132,0
,,,,97.72906246033642,,,79.0284091818651,4
,,,,97.06315076221335,,,74.92324867226793,3
,,,,96.60631725102958,,,66.48340952950234,1
,,,,96.08088304554212,,,55.22891595581771,4
,,,,97.72473625718524,,,67.86578778560074,4
,,,,98.67557902731735,,,76.54546948398773,4
,,,,,,,74.61083376930326,4
,,,,94.40240390848196,,,60.67611740066518,0
,,,,100.0,,,90.95163433780884,0
,,,,97.6670817507377,,,,1
,,,,98.7097226542317,,,83.92364937021443,3
,,,,99.54788537281742,,,87.7605732539825,0
,,,,97.26184034550111,,,78.57029467242934,1
,,,,98.98628172970396,,,99.95832053254202,2
,,,,98.2763564730532,,,81.0836099818625,2
,,,,97.43036440679772,,,95.6814966981031,4
,,,,98.1768778026024,,,40.0,2
,,,,96.88416757962656,,,89.0690905872341,3
,,,,96.3471328439348,,,83.7851632014112,4
,,,,98.28633436594588,,,83.02282623959967,3
,,,,98.31784083905303,,,84.25775420405294,1
,,,,98.52653367137977,,,67.7832505885573,3
,,,,100.0,,,86.38316314770896,0
,,,,98.61554047251668,,,,4
,,,,97.2848735342592,,,46.83263087080341,4
,,,,98.424334160733,,,92.84914393720922,1
,,,,100.0,,,73.06775965049121,1
,,,,95.7780003867728,,,65.10645691678674,0
,,,,100.0,,,56.84162030541732,3
,,,,98.83719708051458,,,80.69746716131242,4
,,,,98.15808759890272,,,98.73827825575454,2
,,,,97.43079352038916,,,69.16607802090746,3
,,,,97.17313897605176,,,85.00025937597407,1
,,,,94.61508983237492,,,74.8426147519652,1
,,,,98.33780535126274,,,50.34787496454207,0
,,,,99.77871112449328,,,72.30991320849945,4
,,,,,,,65.02967140439137,
,,,,97.10978377712436,,,59.79785529948687,1
,,,,96.50765421951962,,,68.54502836549582,3
,,,,98.14418561898223,,,70.22473293442718,2
,,,,99.15388415425475,,,90.0984695699473,2
,,,,100.0,,,75.3536746813188,0
,,,,94.24747626113005,,,53.927353191135154,4
,,,,97.05061524018572,,,93.0986792391298,2
,,,,99.44833315290929,,,80.77664139762756,3
,,,,95.64584888485786,,,79.21372763481668,
,,,,97.63843182880824,,,88.10288211529681,2
,,,,99.51724748847585,,,74.67592653909875,1
,,,,97.820778810859,,,66.95394763465472,2
,,,,98.12955528794564,,,80.19859601688478,2
,,,,95.7053500446522,,,84.34392939558046,0
,,,,96.92422925489898,,,80.72140369452435,2
,,,,98.59109284324585,,,87.16529198738024,3
,,,,99.545621786581,,,76.50678463969857,1
,,,,97.27525820409826,,,60.066187456128446,1
,,,,100.0,,,65.56237785947536,0
,,,,98.04986200000876,,,95.58910955107318,2
,,,,97.97910562231456,,,75.49098377318992,1
,,,,100.0,,,58.08745863026227,0
,,,,93.87510657115988,,,56.672177570925335,2
,,,,93.07552231030571,,,54.91568314268629,2
,,,,99.76219151240193,,,,4
,,,,97.45762821521262,,,79.64643528607264,1
,,,,98.91699155190597,,,102.6709984856336,0
,,,,98.04063031015605,,,83.64216416191519,0
,,,,98.94351051068055,,,84.54438045846797,2
,,,,99.37622374379306,,,104.84767514349876,1
,,,,100.0,,,60.46812098691965,4
,,,,98.85659215940548,,,,4
,,,,100.0,,,83.29334847858297,1
,,,,,,,71.33906684778424,3
,,,,98.86758133093342,,,79.46308407035956,4
,,,,95.19494857552026,,,93.37145368593951,3
,,,,96.62687385110009,,,86.4233809817642,1
,,,,99.394953906972,,,97.74782733551704,4
,,,,99.55204315455032,,,61.37880167371021,1
,,,,97.63364821010752,,,88.46059052773454,3
,,,,100.0,,,63.41247904624293,3
,,,,94.71277202627743,,,100.03401384197632,1
,,,,100.0,,,81.72183377685337,1
,,,,97.64272320718852,,,82.60314867187559,2
,,,,94.24021553472228,,,66.26992356172197,1
,,,,95.97411544029866,,,67.02937790053576,0
,,,,97.03878613502552,,,81.07927860346375,1
,,,,95.91682420015049,,,101.22396345016922,0
,,,,96.01894871290588,,,98.73576042587366,3
,,,,99.03611093630168,,,80.3772015586674,4
,,,,96.8721921941692,,,68.68046735422386,0
,,,,93.59516533392056,,,83.59363712539889,2
,,,,98.5725608116719,,,93.81695525387508,2
,,,,96.74389498622293,,,78.1769880066224,1
,,,,100.0,,,69.19078516712653,
,,,,96.48914538896356,,,85.18691000505335,1
,,,,94.5132176780848,,,71.40477581502353,1
,,,,97.4787472923971,,,69.6733551892302,2
,,,,95.85033169891904,,,74.15787316070057,3
,,,,96.02638977252832,,,84.99904643584323,4
,,,,97.37048746412708,,,71.6620067599847,4
,,,,97.6761492469874,,,74.44179215439577,2
,,,,97.36813754292326,,,77.15186791624201,0
,,,,97.54947177424656,,,,3
,,,,99.1974365260822,,,98.24331595545974,3
,,,,97.58592040683637,,,102.64366444525352,4
,,,,98.47861128341864,,,70.45789143265169,3
,,,,99.623290797212,,,63.03589430774369,3
,,,,96.80524273298022,,,68.04012414718659,4
,,,,97.99367219476456,,,81.68732366814729,1
,,,,98.17604679261072,,,73.7099860495114,0
,,,,95.2019124747313,,,55.81792204420921,4
,,,,93.68218232078952,,,72.6627804057769,3
,,,,98.08869846404558,,,81.10589313573998,0
,,,,95.8995874588469,,,89.76957463391622,1
,,,,100.0,,,101.35366374614073,3
,,,,99.40964178659064,,,68.27866291609683,2
,,,,95.94767244690368,,,65.64855104556761,0
,,,,94.40108748413184,,,71.24189610458461,0
,,,,95.5121332640572,,,,0
,,,,98.2063139265877,,,64.49629715368084,
,,,,97.39401802549388,,,64.58572574751793,0
,,,,99.40928106212108,,,79.90352608119485,2
,,,,95.86995955066948,,,62.507201204380806,2
,,,,98.9483918895405,,,87.37046681392077,1
,,,,98.64967112683816,,,92.23692978891526,1
,,,,100.0,,,58.11235993563729,4
,,,,98.36830663064148,,,55.425648276987815,1
,,,,96.25847665212318,,,66.96062145546313,2
,,,,,,,68.98009181273993,
,,,,97.4595074021703,,,93.99093812878851,3
,,,,97.17495150360452,,,74.24496547407814,4
,,,,98.24097602893906,,,81.29564049270229,1
,,,,100.0,,,81.2680223420812,3
,,,,100.0,,,61.79118773971249,3
,,,,99.14575025688292,,,71.23954218065124,2
,,,,99.7742683544971,,,74.80801995193374,
,,,,98.83239712815327,,,80.66380382062806,1
,,,,96.15059616474096,,,53.486164050438376,0
,,,,99.89245358399988,,,66.08120621478457,3
,,,,93.06445864011422,,,75.1726456434057,2
,,,,97.95043611297116,,,68.40571398413715,0
,,,,98.09217155555878,,,53.9674122207244,1
,,,,,,,64.16279680036496,4
,,,,96.05072904636089,,,54.112970878819134,2
,,,,99.99647388075668,,,95.71417488868217,3
,,,,98.43060839321586,,,70.20540674236855,0
,,,,97.3148091835505,,,74.01737517120762,4
,,,,94.25251463526712,,,60.31635830015917,0
,,,,98.424183834028,,,78.4606651091497,3
,,,,98.45513364829806,,,85.42601743069689,3
,,,,97.4913860390077,,,61.25688337641962,
,,,,100.0,,,61.5940136257584,4
,,,,100.0,,,67.56608885118804,2
,,,,97.65587725043792,,,53.99868023448797,2
,,,,100.0,,,80.70338444893139,2
,,,,100.0,,,86.38498700865577,4
,,,,96.68887295958022,,,53.511415144401695,3
,,,,95.94366070534711,,,88.21474560361494,4
,,,,95.5767187829049,,,88.22588911091728,1
,,,,100.0,,,40.0,1
,,,,97.32304140253036,,,58.44411549163412,1
,,,,96.56106317170772,,,,3
,,,,99.92552205597556,,,83.52585025040358,2
,,,,97.37387252385118,,,81.56978133533329,2
,,,,95.91856437283272,,,61.126154694320256,0
,,,,100.0,,,99.36877469071284,4
,,,,100.0,,,64.49894622583123,0
,,,,96.72443441254902,,,62.471294067184544,0
,,,,96.4751638803506,,,57.58712397005351,2
,,,,97.64812262942556,,,72.32141494815029,2
,,,,,,,88.56251871921937,0
,,,,100.0,,,61.48057661369564,0
,,,,95.8371503754625,,,78.12632290533311,1
,,,,94.74595583789804,,,78.05039753929515,0
,,,,97.58716360829976,,,74.5281455297797,2
,,,,95.84628478412246,,,79.83163019092223,1
,,,,97.45096822925603,,,,3
,,,,96.79433176730508,,,79.09478050713844,4
,,,,94.74047890132792,,,90.7016139191808,2
,,,,100.0,,,58.499061176382,1
,,,,98.25278440906447,,,68.36678570962238,1
,,,,99.74471533423642,,,58.51740297684145,0
,,,,93.60787251292506,,,83.21844347704977,0
,,,,96.52293238013584,,,93.32749809142447,3
,,,,96.64421238947536,,,70.35505841169982,3
,,,,99.99690016702802,,,79.22314513067786,0
,,,,100.0,,,52.581876620079456,4
,,,,95.62319557978466,,,75.32326818076412,0
,,,,98.32214703719174,,,49.90260342542547,3
,,,,100.0,,,75.90947063730708,2
,,,,96.63348798555369,,,46.14945703321516,3
,,,,96.45175376871944,,,100.4171817566653,0
,,,,99.03387788527628,,,74.24032251916798,4
,,,,94.80019835854031,,,73.65249052015653,1
,,,,93.91467613161824,,,103.62505225569242,3
,,,,91.78586186103846,,,75.99092016487175,0
,,,,99.37298056739782,,,50.85742308513019,2
,,,,100.0,,,68.53788111671632,4
,,,,98.01499090155404,,,104.17761636116671,1
,,,,100.0,,,61.57122210796746,0
,,,,93.7036519100644,,,68.39176038161547,0
,,,,99.19398392825263,,,98.20061925366778,2
,,,,98.28821287677498,,,63.43485819504488,2
,,,,96.26138713491744,,,73.56870822131498,3
,,,,98.72844357876814,,,95.25681032442742,2
,,,,100.0,,,66.39358082434397,4
,,,,99.82624661269482,,,63.021699893889824,4
,,,,96.78486765918252,,,47.35485481066778,0
,,,,96.79376456163205,,,58.45613355684978,1
,,,,98.84206524140484,,,61.74883787695409,2
,,,,99.19075262015065,,,69.55308288406394,1
,,,,96.4104913191175,,,80.35928370088533,1
,,,,100.0,,,74.33056166925276,0
,,,,97.88506840693368,,,56.526782094466064,1
,,,,100.0,,,95.40686542181008,0
,,,,97.32463864560552,,,58.46959977360058,3
,,,,100.0,,,102.0548221778026,0
,,,,98.7268959822621,,,77.26911470734642,0
,,,,94.32287827141988,,,90.68050932464791,3
,,,,96.28242269066448,,,82.94816409585378,3
,,,,98.93773101108457,,,97.58623323670038,3
,,,,100.0,,,74.34950850677495,4
,,,,98.33935914387696,,,71.0014648294298,3
,,,,95.5597960473287,,,79.57072127625422,4
,,,,97.82639902117111,,,70.8706545068503,4
,,,,98.76495098902554,,,81.8035867100186,4
,,,,99.6267306483038,,,98.24708840130144,1
,,,,100.0,,,49.64251576742664,3
,,,,100.0,,,73.85966693165098,3
,,,,97.90109957999782,,,108.00891691430144,1
,,,,94.71971856033014,,,69.14551284287931,2
,,,,99.89159160742064,,,90.20591848920688,0
,,,,97.01309274943928,,,88.05936091279023,4
,,,,100.0,,,53.43242882761416,4
,,,,99.31538964537756,,,79.4521267145331,2
,,,,97.5699270627508,,,78.29515695864629,3
,,,,100.0,,,122.735677560968,0
,,,,98.92604109913826,,,40.0,0
,,,,100.0,,,50.69168579175003,4
,,,,96.51347109820291,,,71.56925988954059,0
,,,,96.05908128037515,,,69.63561159478012,1
,,,,93.64578068908816,,,61.74758869628789,4
,,,,99.8261363828105,,,62.704173576937,2
,,,,97.38591745827192,,,85.2641096167726,1
,,,,100.0,,,62.39686538252736,1
,,,,98.60424071640504,,,66.88360073812765,2
,,,,98.6200275232908,,,89.95512902942872,0
,,,,100.0,,,87.64693512222132,0
,,,,97.60290886554458,,,67.83636476094449,4
,,,,97.027426496541,,,53.015680442028426,4
,,,,95.63159581892756,,,88.18919713596065,4
,,,,98.12417954208262,,,60.90232108193727,2
,,,,98.76878782813186,,,94.37772324662174,2
,,,,96.95819343123291,,,81.29072714335898,2
,,,,100.0,,,72.100951749325,0
,,,,94.08949303550524,,,81.57723412478327,4
,,,,99.57689119683728,,,45.71959398839887,0
,,,,95.89715574857384,,,97.20345487056083,2
,,,,99.63125548190207,,,71.86219983399543,0
,,,,98.27486804000404,,,77.50439286679047,2
,,,,98.29892919244516,,,66.3532379651817,3
,,,,99.1279604656041,,,,4
,,,,99.58030269346632,,,98.96992957760824,0
,,,,97.4315665296456,,,,2
,,,,,,,68.73540032712165,1
,,,,99.44112082600192,,,85.24782489689062,4
,,,,100.0,,,79.65623902826837,2
,,,,99.03799541921155,,,98.30652600555707,1
,,,,97.25180989194708,,,44.75716780293566,2
,,,,100.0,,,68.09241530047197,1
,,,,100.0,,,,2
,,,,99.99345090425672,,,93.47063287094076,0
,,,,98.5791620944537,,,55.616718084035405,0
,,,,97.9080278121285,,,79.94666787432959,1
,,,,94.9192877178681,,,55.39666408076031,1
,,,,100.0,,,67.50956037384032,3
,,,,91.85847277720526,,,60.07043425426,0
,,,,98.43244557384112,,,74.89678807012137,2
,,,,97.43057923817898,,,105.42071774570852,2
,,,,99.066451626265,,,53.618113731135374,0
,,,,97.48932737689908,,,57.93559469537839,2
,,,,98.30043523089428,,,83.95471395940059,4
,,,,96.96009728576088,,,72.70750875194521,0
,,,,98.26269150085965,,,55.9106912852575,1
,,,,96.45421581132854,,,67.93434648550759,2
,,,,97.91888883191886,,,52.29551711467517,4
,,,,96.34712269150587,,,67.64751524693989,1
,,,,100.0,,,60.42257540106266,1
,,,,94.83972850532392,,,79.66391372816511,4
,,,,96.12574729178904,,,84.64700887014719,0
,,,,97.25121594136404,,,40.0,2
,,,,97.02600337285332,,,76.60590884331656,0
,,,,99.66029534381722,,,40.45220327108877,3
,,,,98.00209419640956,,,75.09461699275545,1
,,,,96.47716673970363,,,98.87285323776106,0
,,,,97.26117385693996,,,69.77458763013284,3
,,,,99.2725121042943,,,78.83864143059309,4
,,,,93.59628999891572,,,86.06081263966419,4
,,,,95.77414501295227,,,86.60171400573861,0
,,,,97.31983120608106,,,87.51656184792468,4
,,,,98.4355998104085,,,81.52747459420617,2
,,,,97.91863792990748,,,63.69433118944322,3
,,,,98.47147616802133,,,84.66637817594807,0
,,,,97.73388220145516,,,97.34889530400416,0
,,,,99.43424842503508,,,82.27416207712247,2
,,,,97.41153993038344,,,77.8522198818782,4
,,,,96.5119103486593,,,49.87698085660963,0
,,,,95.53276719538846,,,59.05349770044002,3
,,,,97.37615781544996,,,64.21850380212665,1
,,,,97.7148844412455,,,58.51972286385572,3
,,,,97.30618787705046,,,72.53481066155324,1
,,,,94.6910994525075,,,61.07146782299538,3
,,,,98.53139106004234,,,87.993978274816,0
,,,,97.9526932948831,,,69.01891958037933,4
,,,,99.16816060931164,,,58.26491750888698,2
,,,,97.52195310503876,,,61.15920592088248,3
,,,,95.95683459595324,,,76.02629521182159,1
,,,,97.7687127578298,,,70.76772022447058,3
,,,,100.0,,,75.62653487791384,4
,,,,96.5541064885706,,,71.30148066321303,3
,,,,97.38019350825876,,,100.76985117243814,3
,,,,96.1691701927838,,,,4
,,,,97.81608535171893,,,62.09879169579811,3
,,,,96.25880249814452,,,,4
,,,,97.41419050429964,,,69.6004361387288,0
,,,,100.0,,,57.94375574518671,0
,,,,99.42711104728224,,,49.07269192257347,0
,,,,97.71938364482668,,,84.57663218464724,4
,,,,97.83074316677958,,,74.84464509102658,2
,,,,99.55169288101932,,,91.8381419325998,1
,,,,,,,73.89120459047555,2
,,,,96.97815465069,,,71.72146502502491,4
,,,,100.0,,,55.88162641791496,0
,,,,99.4784551477676,,,65.61008295260203,0
,,,,97.51463168109112,,,48.08473420160655,0
,,,,93.98266435189444,,,90.58399317775104,3
,,,,,,,55.24738372354215,3
,,,,,,,78.31084033625129,3
,,,,95.67689695037448,,,71.2996307456159,1
,,,,,,,80.82994518493788,1
,,,,99.95982941797864,,,75.51688598135433,4
,,,,95.08357212422884,,,55.15852002000834,2
,,,,96.37608636390787,,,70.00967730533922,1
,,,,99.05362213371842,,,94.00161776610436,0
,,,,98.16092730995642,,,62.652688657651325,3
,,,,98.76891936478796,,,92.36215690629992,3
,,,,97.81983400071164,,,84.92440492256983,3
,,,,100.0,,,77.08945986188546,0
,,,,99.18857034224452,,,63.9109084900489,
,,,,95.73251279541212,,,79.08711444144723,3
,,,,96.62593110406324,,,67.34549947615045,2
,,,,98.32032311200916,,,91.56924848160322,2
,,,,98.0501355819984,,,,1
,,,,100.0,,,79.61994116446272,2
,,,,100.0,,,75.43136836578458,3
,,,,100.0,,,79.92793036839076,2
,,,,97.7304373317184,,,85.76662539504834,2
,,,,100.0,,,61.67614141480559,3
,,,,100.0,,,61.66307250283813,2
,,,,98.31394364778215,,,78.2305256624174,4
,,,,94.69168902973308,,,89.46956870122398,2
,,,,95.92802855533012,,,71.26195408811054,0
,,,,96.95861441076715,,,96.56839471541076,3
,,,,97.11361231025673,,,70.50071804775754,3
,,,,96.47679426208286,,,64.32612624063174,2
,,,,97.20728656255976,,,81.81382490380821,3
,,,,98.99314423234776,,,66.80766069786718,3
,,,,98.46109651124652,,,66.99452518748677,2
,,,,96.95869008697832,,,78.90000991313947,4
,,,,98.9711012080284,,,88.9780780766684,0
,,,,99.07640268051163,,,79.5350803373085,3
,,,,98.87370118315312,,,76.62450954054127,2
,,,,98.09671899825756,,,103.85373394202706,0
,,,,98.61298677668576,,,85.44681575799144,1
,,,,97.94754544368944,,,69.92263987837734,2
,,,,97.36913585944956,,,91.5405698469746,2
,,,,99.2767039576012,,,71.40721917950246,2
,,,,99.86147414115268,,,84.05331968849194,2
,,,,96.38554097051468,,,83.1020541841057,4
,,,,100.0,,,75.0400513455979,2
,,,,95.83206191697096,,,64.13760646765262,2
,,,,97.873781847927,,,74.58668534616784,4
,,,,99.22234824064417,,,67.88866218967857,1
,,,,98.5335435685621,,,78.94967997281564,4
,,,,96.05277122077268,,,81.33727255849936,3
,,,,98.4216409605636,,,45.44095768980537,
,,,,100.0,,,80.06484507077893,3
,,,,97.58518203598776,,,118.8792056272274,0
,,,,95.15202086294596,,,70.24873387522055,3
,,,,95.1804112560916,,,89.8338302215184,4
,,,,100.0,,,86.12954467175066,3
,,,,97.29537772593402,,,50.36564706537326,3
,,,,97.93642051023492,,,,0
,,,,98.6263241154449,,,62.39061652449753,3
,,,,92.82288048318615,,,72.03727763974479,2
,,,,100.0,,,53.11058672796797,4
,,,,100.0,,,81.63419004011074,2
,,,,97.18374141979996,,,69.88450401721558,0
,,,,97.76264570337383,,,95.1793711854328,1
,,,,99.40605951072226,,,54.606161561589744,2
,,,,97.06069564530256,,,88.63044559686669,4
,,,,100.0,,,81.32026023451195,0
,,,,99.0285455780109,,,62.1250160096776,2
,,,,100.0,,,,0
,,,,95.67101532808384,,,,3
,,,,98.7073202785121,,,78.54981848329366,4
,,,,98.82853074680013,,,59.016385347208725,0
,,,,99.41920759455624,,,60.76479552989115,3
,,,,97.74429513921012,,,89.85680618170174,3
,,,,96.160505919253,,,63.27772183221926,3
,,,,95.04903572685508,,,83.69864091896952,4
,,,,96.91004682875776,,,93.28285749018568,0
,,,,96.72844205582544,,,62.93615115669202,3
,,,,97.155950311011,,,56.25715048099117,3
,,,,97.62270631580895,,,88.07997790662667,2
,,,,95.4390209726939,,,70.51769456039709,0
,,,,95.94310989312866,,,68.41802654386268,4
,,,,97.08006543739832,,,96.42959918443306,2
,,,,98.80031418816306,,,70.98230376329548,0
,,,,96.70477904175938,,,79.16479188765338,4
,,,,98.7878939613449,,,50.827758421866406,
,,,,100.0,,,73.85472512713845,3
,,,,97.9448514750382,,,61.78080177997491,3
,,,,100.0,,,67.39554069456422,
,,,,100.0,,,66.5120861872846,0
,,,,99.06672755321787,,,94.52084873737294,2
,,,,97.0433114897756,,,65.05301364120963,1
,,,,97.52265400613928,,,66.978481347378,2
,,,,99.81155976930796,,,98.01787852297902,3
,,,,98.12971398267436,,,69.64754191279319,2
,,,,100.0,,,65.6932572989188,3
,,,,97.36396032283476,,,91.50074912464532,2
,,,,97.75217921793278,,,75.23922985131563,1
,,,,100.0,,,,4
,,,,95.99243188697588,,,79.48325665619488,0
,,,,100.0,,,95.09420116788893,4
,,,,93.65518870895713,,,59.49065840008886,1
,,,,96.30065629695824,,,92.16634102112673,3
,,,,95.74517257605878,,,52.5942300069416,4
,,,,94.6564358316798,,,62.76944993884179,3
,,,,96.62052473391265,,,61.550541588414006,0
,,,,97.07800646458972,,,72.88433445410045,2
,,,,98.36685505269514,,,63.74663721114026,4
,,,,93.8448115272326,,,94.06497864363185,2
,,,,100.0,,,82.8013647750106,3
,,,,96.87836302134713,,,74.78069485891568,3
,,,,98.4197465678365,,,61.827300231247065,1
,,,,96.77083289754616,,,96.0203797902462,4
,,,,98.0086191680498,,,76.47537726205613,2
,,,,98.53052096748304,,,71.23824616518333,4
,,,,99.35276357402287,,,72.95902170099151,3
,,,,94.49155041751156,,,71.6716218522939,2
,,,,,,,87.69167335045836,3
,,,,92.9521698387418,,,91.955299943972,4
,,,,98.4919402219901,,,61.110841991224106,0
,,,,98.57261011367837,,,65.21571816719123,1
,,,,96.57587361020644,,,65.96383316951109,2
,,,,97.76785531700024,,,79.79795905621347,4
,,,,98.38775707658183,,,89.97092273214547,4
,,,,96.2595210182368,,,54.40441751460487,3
,,,,92.58082485247444,,,59.3044007700926,4
,,,,97.04003979836531,,,69.8460392260744,1
,,,,100.0,,,83.00637016871268,0
,,,,95.88235168160269,,,60.885415162204936,1
,,,,96.88358796937932,,,69.20903316549084,2
,,,,97.00950683509934,,,64.17791972093804,1
,,,,97.00324776383071,,,86.3627482194421,3
,,,,94.92937534766672,,,73.3568928954628,1
,,,,99.65320670819418,,,64.06946871292777,4
,,,,98.62631265607652,,,57.35493280139926,1
,,,,97.36466059124932,,,69.0592947375115,4
,,,,95.61803082770368,,,71.04066825656523,4
,,,,96.64953847575389,,,87.70970138567411,3
,,,,98.96401049115715,,,90.2726166425752,1
,,,,98.76168408155982,,,57.253849735361655,3
,,,,97.82242636487888,,,89.76856037457637,2
,,,,99.0248529872419,,,85.68880512575882,4
,,,,100.0,,,67.03451460583521,3
,,,,100.0,,,86.36905530062448,0
,,,,95.40942637378778,,,63.11788502485259,
,,,,100.0,,,81.08472769177864,
,,,,97.5051059949938,,,111.37845035205432,4
,,,,99.50560340591674,,,78.45823257336356,3
,,,,97.4128760737109,,,69.87325292597183,1
,,,,94.46637794626344,,,55.29298693388742,4
,,,,98.45378357201426,,,76.23172306200895,0
,,,,100.0,,,89.96855054514566,0
,,,,95.98955977952797,,,64.35956764030249,4
,,,,97.14634076842356,,,83.11424706940637,4
,,,,100.0,,,71.05023357434969,4
,,,,100.0,,,69.02304980799134,2
,,,,99.78767261658724,,,82.33932059369383,3
,,,,99.3583132424032,,,46.60220396680944,2
,,,,98.5909784160522,,,72.12975377465543,2
,,,,96.23615452111898,,,89.80585773031058,1
,,,,96.95982227264275,,,72.22793511745792,4
,,,,100.0,,,75.10519019021659,0
,,,,97.6776280663186,,,73.0091887436929,3
,,,,94.44372087627646,,,103.68927837717293,3
,,,,98.20380456640908,,,80.77266739339377,1
,,,,94.07245750896227,,,55.85914015441308,
,,,,96.59216825434716,,,62.01068840570676,3
,,,,94.51209378798656,,,76.40924162682626,1
,,,,97.98602464169126,,,93.86789457213816,3
,,,,98.49568170267452,,,84.91669500961275,2
,,,,100.0,,,89.88561211989679,0
,,,,99.15709172929056,,,58.05356242633506,4
,,,,97.02454741371623,,,84.46168905378184,3
,,,,96.17459774847592,,,63.9332228903127,3
,,,,98.89904025904583,,,73.1997999505723,1
,,,,94.61812564677932,,,87.75140553993054,4
,,,,100.0,,,66.47062942766756,4
,,,,98.85229292011287,,,53.39573810413936,3
,,,,95.65365608621728,,,69.47866407379387,1
,,,,96.37259202318025,,,76.81589043710494,2
,,,,96.94453160183592,,,85.24371216860887,3
,,,,97.8191723763164,,,61.66361061719893,2
,,,,98.6015087316266,,,66.68845599435286,3
,,,,97.45939013252504,,,78.22831985781646,1
,,,,98.65247024888292,,,83.18734757599955,0
,,,,97.06136994670908,,,78.04342828187703,0
,,,,100.0,,,72.80195687218283,3
,,,,99.53048350867468,,,63.90710160509123,0
,,,,100.0,,,88.30701418732122,3
,,,,98.72803251030804,,,93.2031085358196,4
,,,,100.0,,,66.23326713740079,4
,,,,93.7541524857781,,,67.88401257944413,0
,,,,97.96440863551014,,,85.25501791842838,0
,,,,100.0,,,77.50928178681748,3
,,,,100.0,,,83.72849160274941,3
,,,,99.22661634580636,,,79.0652442036083,1
,,,,96.61329568526205,,,80.6957614027952,0
,,,,99.37129621889112,,,68.89188542224221,4
,,,,98.9561745484846,,,45.03027898186448,4
,,,,95.38934318616585,,,77.89989928200907,4
,,,,100.0,,,85.3488675894422,3
,,,,97.63954738846948,,,79.28741510385504,2
,,,,96.02727666301224,,,63.80989246956139,1
,,,,95.5519172845358,,,66.31798950065388,
,,,,96.96487798544476,,,111.85640062721572,3
,,,,98.52000075909388,,,80.27656510733104,3
,,,,97.10601582803996,,,40.0,4
,,,,96.20207573179484,,,66.38644249738472,2
,,,,96.62346763590924,,,71.74434860574087,3
,,,,98.36657743538557,,,56.424459866401065,2
,,,,99.9072392829986,,,73.05234110565732,1
,,,,98.1220041045982,,,67.60620057915762,
,,,,100.0,,,77.93775965411174,1
,,,,96.20864998347116,,,70.72806494348028,0
,,,,96.71209320019602,,,64.49938536835975,0
,,,,99.11707620720064,,,69.91753593644471,2
,,,,97.67216597121188,,,87.70588806920274,1
,,,,100.0,,,75.96119870081051,1
,,,,95.28124881105316,,,71.77224845237731,0
,,,,98.579956853569,,,80.26866227505546,0
,,,,99.37775466356308,,,74.97621110589911,0
,,,,94.37453748317394,,,58.4015430611045,4
,,,,95.37084145243864,,,85.29814822764543,0
,,,,96.75921180521225,,,65.63471776110089,2
,,,,95.29282134658872,,,69.8616800012055,4
,,,,97.82216319051687,,,52.2962795285018,3
,,,,99.36869103972992,,,87.32923237238606,0
,,,,96.93339171855683,,,76.86995434001187,0
,,,,99.48167398523452,,,79.27282143754724,1
,,,,95.94124656467017,,,87.20709313319139,3
,,,,96.42301799294012,,,87.33575000716318,1
,,,,96.63177197420892,,,64.43547620955646,1
,,,,97.58018032083147,,,75.18181834638175,0
,,,,94.70463419225894,,,73.71224422446898,2
,,,,95.08759416062571,,,72.2909202421149,1
,,,,94.79204864614078,,,62.932261720627736,3
,,,,98.46974304185753,,,96.37541867504146,3
,,,,98.67262084436442,,,90.21246731645334,1
,,,,91.78820969250454,,,81.65130076030398,2
,,,,100.0,,,95.35203240295388,4
,,,,94.08643347328864,,,82.11652773283687,4
,,,,,,,,2
,,,,100.0,,,68.67778533515241,2
,,,,100.0,,,,1
,,,,96.70045416292564,,,54.32805105066943,2
,,,,98.219343299782,,,88.00024967603211,2
,,,,97.6300563440556,,,50.57289213708819,2
,,,,100.0,,,91.53561208805868,4
,,,,97.46987599134049,,,82.45051882801722,3
,,,,100.0,,,104.26101961174471,3
,,,,95.97185957278458,,,77.70120812068828,3
,,,,96.75439777515258,,,84.83935088707224,2
,,,,97.39612000681204,,,85.4548682250357,1
,,,,98.03757487867568,,,61.71633650631774,2
,,,,97.89265699968348,,,58.98945372992161,2
,,,,96.8136685452026,,,60.9933207991196,2
,,,,93.77731020116806,,,74.50903743231906,1
,,,,95.47293877160698,,,74.89112036022833,1
,,,,99.10297655469292,,,75.510821407381,4
,,,,99.75691645932328,,,82.41227511867655,0
,,,,97.4332600023794,,,63.857545214893165,1
,,,,96.37976539776191,,,87.58484953447646,0
,,,,94.63093033686586,,,81.45791804191305,1
,,,,100.0,,,98.7104030448511,1
